Closed EPS                                                  Jaccard Similarity                                          
[39, 61, 85, 84, 97, 92]  [39, 47, 61, 85, 84, 97, 92]      0.87                                                        
[21, 73, 61, 85, 84, 97, 92]  [21, 73, 85, 84, 97, 92]      0.87                                                        
[39, 69, 73, 85, 84, 97, 92]  [39, 73, 85, 84, 97, 92]      0.87                                                        
[50, 73, 65, 85, 84, 97, 92]  [50, 73, 85, 84, 97, 92]      0.87                                                        
[21, 73, 65, 85, 84, 97, 92]  [21, 73, 85, 84, 97, 92]      0.87                                                        
[39, 73, 85, 84, 97, 92]  [39, 73, 65, 85, 84, 97, 92]      0.87                                                        
[39, 73, 85, 84, 97, 92]  [39, 47, 73, 85, 84, 97, 92]      0.87                                                        
[39, 77, 61, 85, 84, 97, 92, 69, 73]  [21, 77, 61, 85, 84, 97, 92, 69, 73]0.867                                                       
[39, 69, 73, 61, 65, 85, 84, 97, 92]  [21, 69, 73, 61, 65, 85, 84, 97, 92]0.867                                                       
[21, 77, 85, 84, 97, 92, 69, 73]  [21, 77, 61, 65, 85, 84, 97, 92, 69, 73]0.867                                                       
[21, 69, 73, 61, 65, 85, 84, 97, 92]  [47, 69, 73, 61, 65, 85, 84, 97, 92]0.867                                                       
[39, 77, 61, 85, 84, 97, 92, 69, 73]  [47, 77, 61, 85, 84, 97, 92, 69, 73]0.867                                                       
[47, 77, 61, 85, 84, 97, 92, 69, 73]  [21, 77, 61, 85, 84, 97, 92, 69, 73]0.867                                                       
[21, 77, 61, 85, 84, 97, 92, 69, 73]  [21, 77, 65, 85, 84, 97, 92, 69, 73]0.867                                                       
[39, 69, 73, 61, 65, 85, 84, 97, 92]  [47, 69, 73, 61, 65, 85, 84, 97, 92]0.867                                                       
[39, 47, 69, 85, 84, 97, 92]  [39, 47, 85, 84, 97, 92]      0.864                                                       
[39, 69, 85, 84, 97, 92]  [39, 69, 61, 85, 84, 97, 92]      0.864                                                       
[69, 65, 85, 84, 97, 92]  [69, 61, 65, 85, 84, 97, 92]      0.864                                                       
[39, 65, 85, 84, 97, 92]  [39, 61, 65, 85, 84, 97, 92]      0.864                                                       
[73, 61, 65, 85, 84, 97, 92]  [73, 65, 85, 84, 97, 92]      0.864                                                       
[39, 47, 65, 85, 84, 97, 92]  [39, 65, 85, 84, 97, 92]      0.864                                                       
[47, 73, 85, 84, 97, 92]  [47, 73, 65, 85, 84, 97, 92]      0.864                                                       
[47, 69, 61, 85, 84, 97, 92]  [47, 69, 85, 84, 97, 92]      0.864                                                       
[50, 65, 85, 84, 97, 92]  [50, 61, 65, 85, 84, 97, 92]      0.864                                                       
[21, 61, 85, 84, 97, 92]  [21, 69, 61, 85, 84, 97, 92]      0.864                                                       
[39, 47, 65, 85, 84, 97, 92]  [39, 47, 85, 84, 97, 92]      0.864                                                       
[39, 47, 69, 85, 84, 97, 92]  [39, 69, 85, 84, 97, 92]      0.864                                                       
[21, 65, 85, 84, 97, 92]  [21, 69, 65, 85, 84, 97, 92]      0.864                                                       
[47, 69, 61, 85, 84, 97, 92]  [47, 61, 85, 84, 97, 92]      0.864                                                       
[69, 73, 61, 65, 85, 84, 97, 92]  [21, 69, 73, 61, 65, 85, 84, 97, 92]0.862                                                       
[39, 69, 73, 61, 65, 85, 84, 97, 92]  [69, 73, 61, 65, 85, 84, 97, 92]0.862                                                       
[39, 47, 69, 73, 61, 85, 84, 97, 92]  [39, 47, 69, 61, 85, 84, 97, 92]0.862                                                       
[39, 47, 61, 65, 85, 84, 97, 92]  [39, 47, 73, 61, 65, 85, 84, 97, 92]0.862                                                       
[39, 77, 65, 85, 84, 97, 92, 69, 73]  [47, 77, 65, 85, 84, 97, 92, 69, 73]0.862                                                       
[69, 73, 61, 65, 85, 84, 97, 92]  [47, 69, 73, 61, 65, 85, 84, 97, 92]0.862                                                       
[21, 69, 61, 65, 85, 84, 97, 92]  [21, 69, 73, 61, 65, 85, 84, 97, 92]0.857                                                       
[21, 69, 73, 85, 84, 97, 92]  [21, 69, 73, 61, 65, 85, 84, 97, 92]0.857                                                       
[39, 47, 69, 65, 85, 84, 97, 92]  [39, 47, 69, 73, 65, 85, 84, 97, 92]0.857                                                       
[69, 73, 61, 65, 85, 84, 97, 92]  [39, 73, 61, 65, 85, 84, 97, 92]0.857                                                       
[47, 61, 65, 85, 84, 97, 92]  [47, 65, 85, 84, 97, 92]      0.857                                                       
[47, 69, 65, 85, 84, 97, 92]  [47, 65, 85, 84, 97, 92]      0.857                                                       
[47, 69, 73, 61, 85, 84, 97, 92]  [39, 69, 73, 61, 85, 84, 97, 92]0.857                                                       
[47, 69, 73, 61, 85, 84, 97, 92]  [21, 69, 73, 61, 85, 84, 97, 92]0.857                                                       
[21, 69, 73, 61, 85, 84, 97, 92]  [21, 69, 73, 65, 85, 84, 97, 92]0.857                                                       
[39, 73, 61, 65, 85, 84, 97, 92]  [39, 69, 73, 61, 85, 84, 97, 92]0.857                                                       
[39, 69, 73, 61, 65, 85, 84, 97, 92]  [39, 73, 61, 85, 84, 97, 92]0.857                                                       
[47, 69, 73, 61, 65, 85, 84, 97, 92]  [47, 69, 61, 65, 85, 84, 97, 92]0.857                                                       
[21, 69, 73, 61, 85, 84, 97, 92]  [39, 69, 73, 61, 85, 84, 97, 92]0.857                                                       
[39, 47, 73, 65, 85, 84, 97, 92]  [39, 47, 69, 73, 85, 84, 97, 92]0.857                                                       
[39, 69, 73, 61, 65, 85, 84, 97, 92]  [39, 69, 61, 65, 85, 84, 97, 92]0.857                                                       
[39, 77, 85, 84, 97, 92, 69, 73]  [47, 77, 85, 84, 97, 92, 69, 73]0.852                                                       
[39, 47, 73, 61, 85, 84, 97, 92]  [39, 47, 73, 85, 84, 97, 92]0.852                                                       
[39, 47, 61, 85, 84, 97, 92]  [39, 47, 69, 61, 65, 85, 84, 97, 92]0.852                                                       
[39, 47, 73, 61, 85, 84, 97, 92]  [39, 47, 61, 85, 84, 97, 92]0.852                                                       
[39, 47, 69, 61, 85, 84, 97, 92]  [39, 47, 61, 65, 85, 84, 97, 92]0.852                                                       
[47, 69, 73, 61, 85, 84, 97, 92]  [69, 73, 61, 85, 84, 97, 92]0.852                                                       
[21, 69, 73, 61, 85, 84, 97, 92]  [69, 73, 61, 85, 84, 97, 92]0.852                                                       
[69, 73, 61, 85, 84, 97, 92]  [39, 69, 73, 61, 85, 84, 97, 92]0.852                                                       
[21, 73, 61, 65, 85, 84, 97, 92]  [47, 73, 61, 65, 85, 84, 97, 92]0.852                                                       
[47, 69, 73, 65, 85, 84, 97, 92]  [39, 69, 73, 65, 85, 84, 97, 92]0.852                                                       
[39, 73, 61, 65, 85, 84, 97, 92]  [39, 61, 65, 85, 84, 97, 92]0.846                                                       
[21, 69, 61, 65, 85, 84, 97, 92]  [47, 69, 61, 65, 85, 84, 97, 92]0.846                                                       
[21, 69, 73, 61, 85, 84, 97, 92]  [21, 69, 61, 85, 84, 97, 92]0.846                                                       
[21, 69, 61, 65, 85, 84, 97, 92]  [39, 69, 61, 65, 85, 84, 97, 92]0.846                                                       
[69, 73, 65, 85, 84, 97, 92]  [39, 69, 73, 65, 85, 84, 97, 92]0.846                                                       
[47, 69, 73, 61, 85, 84, 97, 92]  [47, 69, 61, 85, 84, 97, 92]0.846                                                       
[69, 73, 61, 65, 85, 84, 97, 92]  [69, 61, 65, 85, 84, 97, 92]0.846                                                       
[39, 69, 61, 85, 84, 97, 92]  [39, 69, 73, 61, 85, 84, 97, 92]0.846                                                       
[39, 47, 69, 85, 84, 97, 92]  [39, 47, 69, 73, 85, 84, 97, 92]0.846                                                       
[69, 73, 61, 85, 84, 97, 92]  [39, 73, 61, 85, 84, 97, 92]  0.846                                                       
[47, 69, 73, 65, 85, 84, 97, 92]  [69, 73, 65, 85, 84, 97, 92]0.846                                                       
[50, 61, 65, 85, 84, 97, 92]  [50, 73, 61, 65, 85, 84, 97, 92]0.846                                                       
[21, 69, 73, 65, 85, 84, 97, 92]  [21, 69, 65, 85, 84, 97, 92]0.846                                                       
[39, 47, 73, 65, 85, 84, 97, 92]  [39, 47, 65, 85, 84, 97, 92]0.846                                                       
[39, 69, 61, 65, 85, 84, 97, 92]  [47, 69, 61, 65, 85, 84, 97, 92]0.846                                                       
[39, 47, 69, 73, 61, 65, 85, 84, 97, 92]  [47, 69, 73, 61, 65, 85, 84, 97, 92]0.844                                                       
[21, 85, 84, 97, 92]  [21, 61, 85, 84, 97, 92]              0.842                                                       
[21, 65, 85, 84, 97, 92]  [21, 85, 84, 97, 92]              0.842                                                       
[69, 65, 85, 84, 97, 92]  [69, 85, 84, 97, 92]              0.842                                                       
[39, 85, 84, 97, 92]  [39, 69, 85, 84, 97, 92]              0.842                                                       
[73, 85, 84, 97, 92]  [73, 65, 85, 84, 97, 92]              0.842                                                       
[39, 85, 84, 97, 92]  [39, 65, 85, 84, 97, 92]              0.842                                                       
[50, 85, 84, 97, 92]  [50, 65, 85, 84, 97, 92]              0.842                                                       
[61, 65, 85, 84, 97, 92]  [61, 85, 84, 97, 92]              0.842                                                       
[39, 85, 84, 97, 92]  [39, 47, 85, 84, 97, 92]              0.842                                                       
[21, 69, 61, 65, 85, 84, 97, 92]  [69, 61, 65, 85, 84, 97, 92]0.84                                                        
[21, 73, 61, 85, 84, 97, 92]  [47, 73, 61, 85, 84, 97, 92]  0.84                                                        
[21, 61, 65, 85, 84, 97, 92]  [21, 73, 61, 65, 85, 84, 97, 92]0.84                                                        
[39, 69, 73, 85, 84, 97, 92]  [47, 69, 73, 85, 84, 97, 92]  0.84                                                        
[39, 69, 73, 85, 84, 97, 92]  [39, 73, 65, 85, 84, 97, 92]  0.84                                                        
[69, 73, 65, 85, 84, 97, 92]  [39, 73, 65, 85, 84, 97, 92]  0.84                                                        
[21, 73, 61, 85, 84, 97, 92]  [21, 73, 65, 85, 84, 97, 92]  0.84                                                        
[69, 61, 65, 85, 84, 97, 92]  [39, 69, 61, 65, 85, 84, 97, 92]0.84                                                        
[69, 61, 65, 85, 84, 97, 92]  [47, 69, 61, 65, 85, 84, 97, 92]0.84                                                        
[39, 69, 65, 85, 84, 97, 92]  [39, 69, 73, 65, 85, 84, 97, 92]0.84                                                        
[47, 69, 73, 65, 85, 84, 97, 92]  [47, 69, 65, 85, 84, 97, 92]0.84                                                        
[47, 61, 65, 85, 84, 97, 92]  [47, 73, 61, 65, 85, 84, 97, 92]0.84                                                        
[39, 47, 69, 73, 61, 65, 85, 84, 97, 92]  [39, 69, 73, 61, 85, 84, 97, 92]0.839                                                       
[39, 47, 69, 73, 61, 65, 85, 84, 97, 92]  [39, 73, 61, 65, 85, 84, 97, 92]0.839                                                       
[39, 47, 69, 73, 61, 65, 85, 84, 97, 92]  [39, 47, 69, 73, 85, 84, 97, 92]0.839                                                       
[39, 47, 69, 73, 61, 85, 84, 97, 92]  [39, 47, 69, 73, 65, 85, 84, 97, 92]0.839                                                       
[39, 69, 73, 61, 65, 85, 84, 97, 92]  [39, 47, 69, 73, 61, 85, 84, 97, 92]0.839                                                       
[39, 47, 73, 65, 85, 84, 97, 92]  [39, 47, 69, 73, 61, 65, 85, 84, 97, 92]0.839                                                       
[39, 47, 73, 61, 65, 85, 84, 97, 92]  [39, 47, 69, 73, 65, 85, 84, 97, 92]0.839                                                       
[39, 69, 73, 61, 65, 85, 84, 97, 92]  [39, 47, 73, 61, 65, 85, 84, 97, 92]0.839                                                       
[47, 77, 65, 85, 84, 97, 92, 69, 73]  [21, 77, 65, 85, 84, 97, 92, 69, 73]0.833                                                       
[39, 77, 65, 85, 84, 97, 92, 69, 73]  [39, 77, 61, 85, 84, 97, 92, 69, 73]0.833                                                       
[39, 47, 69, 85, 84, 97, 92]  [39, 47, 65, 85, 84, 97, 92]  0.833                                                       
[39, 61, 85, 84, 97, 92]  [39, 73, 61, 85, 84, 97, 92]      0.833                                                       
[50, 73, 61, 85, 84, 97, 92]  [50, 61, 85, 84, 97, 92]      0.833                                                       
[50, 73, 61, 85, 84, 97, 92]  [50, 73, 85, 84, 97, 92]      0.833                                                       
[39, 61, 65, 85, 84, 97, 92]  [69, 61, 65, 85, 84, 97, 92]  0.833                                                       
[21, 69, 65, 85, 84, 97, 92]  [21, 69, 61, 85, 84, 97, 92]  0.833                                                       
